,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
7005,9,2017,570000,31596,1,0,1,1,17.0,1497.0,121.36,5.0
7006,19,2013,650000,85710,0,0,1,1,15.1,2179.0,140.0,7.0
7007,28,2012,1680000,129627,0,0,1,1,11.5,2982.0,171.0,7.0
7008,6,2018,250000,10000,1,1,1,1,22.7,799.0,53.64,5.0
7009,11,2014,320000,15000,1,1,1,1,20.36,1197.0,78.9,5.0
7010,20,2017,440000,35000,1,1,0,1,20.51,998.0,67.0,5.0
7011,11,2013,315000,49000,1,1,1,2,18.5,1197.0,82.85,5.0
7013,27,2010,202999,158000,0,1,1,1,18.8,1248.0,90.0,5.0
7014,11,2012,179000,30000,1,1,1,2,21.1,814.0,55.2,5.0
7015,11,2008,140000,60000,1,1,1,2,20.36,1197.0,78.9,5.0
7016,20,2008,150000,40000,1,1,1,2,18.2,1061.0,64.0,5.0
7017,19,2011,440000,60000,0,1,1,2,13.6,2523.0,63.0,7.0
7018,9,2011,250000,55130,0,0,1,2,20.0,1399.0,68.0,5.0
7019,20,2014,330000,22000,1,1,1,1,20.51,998.0,67.04,5.0
7020,9,2010,250000,48000,1,1,1,1,15.6,1196.0,70.0,5.0
7021,11,2012,335000,45000,1,1,1,1,18.5,1197.0,82.85,5.0
7022,19,2016,1025000,22522,0,0,1,1,16.0,2179.0,140.0,7.0
7023,11,2012,320000,51856,1,0,1,3,18.5,1197.0,80.0,5.0
7024,20,2015,550000,29434,1,1,1,1,20.73,1373.0,91.1,5.0
7025,10,2018,800000,25000,0,1,1,1,25.5,1498.0,98.6,5.0
7026,27,2017,380000,28000,1,1,1,2,23.84,1199.0,84.0,5.0
7027,25,2013,400000,44500,0,1,1,2,20.46,1461.0,83.8,5.0
7028,20,2016,375000,34500,1,1,1,1,20.51,998.0,67.04,5.0
7029,10,2017,1100000,20000,1,1,0,1,18.0,1497.0,117.6,5.0
7030,11,2018,650000,15000,1,1,1,1,18.6,1197.0,81.83,5.0
7031,23,2014,361000,26000,1,1,0,1,19.34,1198.0,76.0,5.0
7032,11,2012,140000,20000,1,1,1,1,21.1,814.0,55.2,5.0
7033,11,2019,550000,3000,1,1,1,1,20.14,1197.0,81.86,5.0
7034,10,2019,670000,20000,1,1,1,1,19.5,1199.0,88.76,5.0
7035,20,2017,880000,25000,0,1,1,1,24.3,1248.0,88.5,5.0
7036,9,2018,950000,35000,0,1,1,1,23.0,1498.0,98.96,5.0
7037,4,2010,300000,60000,0,1,1,1,18.3,1991.0,147.9,5.0
7038,10,2017,1150000,6825,1,1,0,1,18.0,1497.0,117.6,5.0
7039,4,2015,450000,155000,0,1,0,1,14.81,1998.0,163.7,5.0
7041,20,2016,600000,13500,1,1,1,1,17.5,1373.0,91.1,7.0
7042,28,2008,700000,260000,0,1,1,1,12.8,2494.0,102.0,8.0
7043,11,2018,600000,65000,0,1,1,1,25.4,1186.0,73.97,5.0
7044,19,2014,630000,95000,0,1,1,2,14.02,2179.0,118.3,8.0
7045,20,2016,590000,40000,1,1,1,2,20.73,1373.0,91.1,5.0
7046,11,2019,420000,30000,1,1,1,1,20.3,1086.0,68.0,5.0
7047,22,2016,1950000,120000,0,1,1,1,13.5,2477.0,175.56,7.0
7048,27,2013,541000,112011,0,1,1,1,13.93,2179.0,138.1,7.0
7049,28,2015,900000,125000,0,1,1,1,12.99,2494.0,100.6,7.0
7050,28,2015,900000,125000,0,1,1,1,12.99,2494.0,100.6,7.0
7051,27,2009,250000,43000,0,1,1,1,18.8,1248.0,90.0,5.0
7052,19,2019,670000,53534,0,1,1,1,15.96,2523.0,62.1,7.0
7053,27,2019,530000,20000,1,1,1,1,20.3,1199.0,83.81,5.0
7054,4,2012,150000,70000,0,1,1,2,25.44,936.0,57.6,5.0
7055,19,2013,550000,70000,0,1,1,3,15.1,2179.0,140.0,7.0
7056,19,2015,650000,150000,0,1,1,1,15.4,1997.0,120.0,7.0
7057,27,2012,180000,100000,0,1,1,2,19.4,1405.0,70.0,5.0
7058,19,2015,585000,50000,0,1,1,1,16.55,2498.0,105.0,7.0
7059,11,2013,345000,120000,1,1,1,2,18.5,1197.0,82.85,5.0
7060,20,2013,350000,110000,0,1,1,3,22.9,1248.0,74.0,5.0
7061,10,2016,725000,140000,1,1,1,1,15.4,1497.0,117.3,7.0
7062,27,2012,250000,120000,0,1,1,1,15.42,1405.0,70.0,7.0
7063,20,2002,45000,70000,1,1,1,2,16.1,796.0,37.0,4.0
7064,28,2007,409999,248119,0,1,1,4,12.8,2494.0,102.0,8.0
7065,25,2017,325000,16500,1,1,1,2,23.01,999.0,67.0,5.0
7066,20,2016,350000,9900,1,1,1,1,23.95,998.0,67.05,5.0
7067,20,2012,180000,80000,1,1,1,3,19.7,796.0,46.3,5.0
7068,7,2010,150000,100000,1,1,1,2,16.0,1368.0,90.0,5.0
7069,20,2020,700000,20000,1,1,1,1,23.26,1197.0,88.5,5.0
7070,20,2016,795000,90000,0,1,1,1,28.09,1248.0,88.5,5.0
7071,19,2019,950000,15000,0,1,1,1,16.55,2498.0,105.0,6.0
7072,29,2018,885000,75000,0,1,0,1,21.5,1498.0,108.5,5.0
7073,20,2011,160000,140000,0,1,1,1,21.1,1248.0,73.9,5.0
7074,11,2012,300000,120000,0,1,1,2,23.0,1396.0,90.0,5.0
7075,29,2018,950000,75000,0,1,0,1,21.5,1498.0,108.5,5.0
7076,20,2015,549000,90000,0,1,1,1,20.77,1248.0,88.76,7.0
7077,2,2018,3000000,20000,0,1,0,1,20.38,1968.0,143.0,5.0
7078,28,2015,1200000,61000,0,1,1,1,12.99,2494.0,100.6,7.0
7079,25,2012,570000,100000,0,1,1,2,21.8,1461.0,78.0,5.0
7080,19,2017,800000,60000,0,1,1,2,16.55,2498.0,105.0,6.0
7081,11,2009,375000,100000,0,1,1,1,18.1,1493.0,110.0,5.0
7082,19,2009,300000,170000,0,1,1,3,13.6,2523.0,63.0,7.0
7083,28,2013,350000,100000,1,1,1,2,16.78,1496.0,88.73,5.0
7084,19,2011,400000,120000,0,1,1,2,13.6,2523.0,63.0,7.0
7085,29,2015,434999,50000,0,1,1,1,20.14,1498.0,88.8,5.0
7087,20,2015,260000,25000,1,1,1,1,22.74,796.0,47.3,5.0
7088,20,2013,450000,24019,0,1,1,1,22.9,1248.0,74.0,5.0
7089,11,2013,459999,80000,0,1,1,2,22.32,1582.0,126.32,5.0
7090,20,2011,210000,100000,0,1,1,2,21.1,1248.0,73.9,5.0
7091,20,2015,540000,93000,1,1,1,2,20.85,1197.0,83.14,5.0
7092,20,2017,710000,50000,0,1,1,1,24.52,1248.0,88.5,7.0
7093,20,2018,285000,22000,1,1,1,1,24.7,796.0,47.3,5.0
7094,11,2019,990000,19600,0,1,1,1,22.1,1396.0,88.7,5.0
7095,27,2017,362000,104000,1,1,1,1,15.64,1193.0,64.1,5.0
7096,9,2017,880000,33000,0,1,1,1,23.0,1498.0,98.96,5.0
7097,19,2017,700000,60000,0,1,1,1,18.49,1493.0,100.0,7.0
7098,19,2016,600000,60000,0,1,1,1,15.96,2523.0,63.0,9.0
7099,23,2015,700000,40000,1,1,1,1,13.24,1598.0,102.5,5.0
7100,27,2016,400000,60000,0,1,1,1,27.28,1047.0,69.0,5.0
7102,28,2007,350000,376412,0,1,1,2,12.8,2494.0,102.0,8.0
7103,20,2014,425000,80000,1,1,1,3,16.02,1373.0,93.7,7.0
7104,11,2012,180000,70000,1,1,1,1,17.92,1086.0,62.1,5.0
7105,20,2012,170000,90000,1,1,1,3,20.92,998.0,67.1,5.0
7106,19,2014,370000,183000,0,1,1,1,15.96,2523.0,63.0,9.0
7107,20,2018,800000,27000,0,1,1,1,24.3,1248.0,88.5,5.0
7108,9,2017,900000,35000,0,1,1,1,23.0,1498.0,98.96,5.0
7109,20,2013,390000,120000,0,1,1,1,22.9,1248.0,74.0,5.0
7110,20,2014,445000,80000,0,1,1,2,23.4,1248.0,74.0,5.0
7111,20,2014,459999,70000,0,1,1,4,23.4,1248.0,74.0,5.0
7113,20,2009,200000,120000,0,1,1,2,21.1,1248.0,73.9,5.0
7114,20,2012,350000,72000,1,1,1,2,17.5,1197.0,85.8,5.0
7115,27,2007,95000,120000,0,1,1,2,12.0,2092.0,127.0,7.0
7116,28,2014,550000,250000,0,1,1,1,23.59,1364.0,67.04,5.0
7117,4,2016,900000,100000,0,1,1,1,13.58,2499.0,72.4,9.0
7118,27,2013,350000,120000,0,1,1,2,15.3,2956.0,83.83,7.0
7119,23,2015,325000,50000,1,1,0,1,19.34,1198.0,76.0,5.0
7120,11,2014,455999,32000,1,1,1,1,18.9,1197.0,82.0,5.0
7121,20,2008,129000,60000,1,1,1,1,19.7,796.0,46.3,5.0
7122,20,2017,254000,40000,1,1,1,1,24.7,796.0,47.3,5.0
7123,9,2014,570000,48000,0,1,1,1,21.7,1498.0,98.96,5.0
7124,23,2018,840000,30000,0,1,1,1,19.87,1461.0,83.14,5.0
7125,27,2010,235000,100000,0,1,1,2,13.93,2179.0,138.1,7.0
7126,19,2016,700000,50000,0,1,1,1,18.49,1493.0,100.0,7.0
7128,11,2018,528000,5000,1,1,1,1,18.9,1197.0,81.86,5.0
7129,14,2017,1500000,12000,0,1,1,1,17.1,1956.0,170.0,5.0
7130,19,2016,560000,72000,0,1,1,1,15.96,2523.0,63.0,9.0
7131,19,2016,600000,70000,0,1,1,1,15.96,2523.0,63.0,9.0
7132,4,2007,102000,50000,1,1,1,2,15.26,1150.0,74.9,5.0
7133,19,2014,750000,70000,0,1,1,2,15.1,2179.0,140.0,7.0
7134,4,2010,148000,70000,1,1,1,3,14.7,1150.0,76.0,5.0
7135,20,2015,650000,50000,1,1,1,1,21.4,1197.0,83.1,5.0
7136,29,2012,310000,40000,1,1,1,1,16.47,1198.0,73.9,5.0
7137,11,2014,480000,30000,1,1,1,1,19.1,1197.0,82.0,5.0
7138,20,2018,320000,15000,1,1,1,1,24.7,796.0,47.3,5.0
7139,10,2015,750000,40000,1,1,1,1,17.4,1497.0,117.3,5.0
7140,23,2017,370000,40000,1,1,1,1,19.49,1198.0,67.04,5.0
7141,20,2013,320000,60000,1,1,1,4,18.6,1197.0,85.8,5.0
7142,20,2013,420000,67000,1,1,1,1,18.6,1197.0,85.8,5.0
7143,20,2010,240000,60000,1,1,1,2,17.5,1298.0,85.8,5.0
7144,6,2017,220000,60000,1,1,1,1,22.5,999.0,67.0,5.0
7145,27,2016,350000,30000,1,1,1,1,23.84,1199.0,84.0,5.0
7146,10,2018,675000,40000,0,1,1,1,25.8,1498.0,98.6,5.0
7147,28,2016,434999,50000,1,1,1,2,18.16,1197.0,78.8,5.0
7148,10,2006,125000,200000,1,1,0,3,13.1,1997.0,141.1,5.0
7149,19,2016,400000,14000,1,1,1,2,18.15,1198.0,82.0,6.0
7150,4,2015,425000,70000,0,1,1,1,13.58,2499.0,72.4,9.0
7151,20,2010,311000,94000,0,1,1,2,21.1,1248.0,75.0,5.0
7152,4,2015,509999,197000,0,1,1,1,13.58,2499.0,72.4,10.0
7153,9,2015,530000,79000,0,1,1,2,25.83,1498.0,99.0,5.0
7154,26,2008,210000,120000,0,1,1,2,18.7,1896.0,66.0,5.0
7155,19,2019,977000,30000,0,1,1,1,17.3,1497.0,121.0,8.0
7156,20,2018,440000,20000,1,1,1,1,20.51,998.0,67.04,5.0
7157,20,2018,440000,17000,1,1,1,1,20.51,998.0,67.04,5.0
7158,11,2018,655000,20000,1,1,1,1,18.6,1197.0,81.83,5.0
7159,25,2016,295000,60000,1,1,1,1,25.17,799.0,53.3,5.0
7160,11,2018,655000,20000,1,1,1,1,18.6,1197.0,81.83,5.0
7161,11,2007,65000,70000,1,1,1,3,15.0,1086.0,66.6,5.0
7162,27,2017,1200000,150000,0,1,1,1,17.6,2179.0,153.86,7.0
7163,27,2017,1251000,35000,0,1,1,1,17.6,2179.0,153.86,7.0
7164,27,2010,200000,60000,0,1,1,1,23.03,1396.0,69.0,5.0
7165,11,2016,750000,40000,0,1,1,1,21.19,1396.0,88.73,5.0
7167,10,2017,475000,57000,1,1,1,1,17.8,1198.0,86.7,5.0
7168,27,2012,110000,120000,0,1,1,2,17.8,1405.0,70.0,5.0
7169,25,2017,350000,30000,1,1,1,1,23.01,999.0,67.0,5.0
7170,20,2016,450000,175000,0,1,1,1,23.4,1248.0,74.0,5.0
7171,27,2010,150000,90000,0,1,1,1,17.0,1405.0,70.0,5.0
7172,27,2009,80000,110000,0,1,1,2,17.2,1396.0,53.5,5.0
7173,11,2015,430000,35000,1,1,1,2,18.6,1197.0,81.83,5.0
7174,28,2017,1450000,81000,0,1,1,1,13.68,2393.0,147.8,7.0
7175,4,2011,360000,100000,0,1,1,1,18.3,1991.0,147.9,5.0
7176,27,2017,1445000,60000,0,1,0,1,17.6,2179.0,153.86,7.0
7177,10,2016,670000,60000,0,1,1,1,26.0,1498.0,98.6,5.0
7178,21,2016,2000000,70000,1,1,0,1,13.7,1991.0,183.0,5.0
7180,10,2015,440000,50000,0,1,1,1,25.8,1498.0,98.6,5.0
7181,11,2012,254999,90000,0,1,1,1,23.0,1396.0,90.0,5.0
7182,6,2018,530000,65000,1,1,1,1,19.02,1198.0,67.05,7.0
7183,19,2016,890000,40000,0,1,1,2,16.0,1997.0,140.0,7.0
7184,29,2013,280000,80000,0,1,1,2,22.07,1199.0,73.9,5.0
7185,20,2017,725000,35000,1,1,0,1,21.21,1197.0,81.8,5.0
7186,19,2016,700000,30000,0,1,1,1,18.49,1493.0,100.0,7.0
7187,20,2007,90000,70000,1,1,1,1,18.2,998.0,67.1,5.0
7188,11,2015,287000,100000,1,1,1,2,19.81,1086.0,68.05,5.0
7189,11,2018,1380000,55000,1,1,0,1,14.8,1591.0,121.3,5.0
7190,28,2013,750000,80000,0,1,1,2,12.99,2494.0,100.6,7.0
7191,11,2016,650000,40000,1,1,1,1,17.43,1396.0,105.5,5.0
7192,20,2013,240000,108916,1,1,1,2,20.51,998.0,67.04,5.0
7193,11,2013,290000,40000,1,1,1,2,21.1,814.0,55.2,5.0
7194,11,2014,229999,80000,1,1,1,1,21.1,814.0,55.2,5.0
7195,10,2016,1000000,50000,0,1,1,2,26.0,1498.0,98.6,5.0
7196,11,2012,200000,90000,1,1,1,2,17.92,1086.0,62.1,5.0
7197,20,2004,90000,70000,1,1,1,4,19.7,796.0,46.3,5.0
7198,11,2012,330000,90000,0,1,1,1,23.0,1396.0,90.0,5.0
7199,20,2009,200000,70000,0,1,1,1,21.1,1248.0,73.9,5.0
7200,19,2018,420000,31000,0,1,1,1,25.32,1198.0,77.0,6.0
7201,20,2009,260000,120000,0,1,1,2,19.3,1248.0,73.9,5.0
7202,11,2016,590000,40000,1,1,1,1,18.6,1197.0,81.83,5.0
7203,20,2015,545000,180000,0,1,1,1,25.2,1248.0,74.0,5.0
7204,20,2011,210000,90000,1,1,1,2,18.9,998.0,67.1,5.0
7205,10,2008,185000,110000,1,1,1,2,17.7,1497.0,78.0,5.0
7206,20,2006,125000,59000,1,1,1,2,18.9,998.0,67.1,5.0
7207,11,2014,280000,60000,1,1,1,2,21.1,814.0,55.2,5.0
7209,20,2005,98000,70000,1,1,1,2,18.9,998.0,67.1,5.0
7210,27,2009,100000,190000,0,1,1,1,17.0,1405.0,71.0,5.0
7211,19,2013,250000,180000,0,1,1,1,20.8,1461.0,64.1,5.0
7212,28,2010,750000,150000,0,1,1,2,11.5,2982.0,171.0,7.0
7213,4,2007,160000,130000,0,1,1,2,16.52,1991.0,123.7,5.0
7214,11,2013,509999,120000,0,1,0,2,22.32,1582.0,126.3,5.0
7215,27,2009,95000,80000,0,1,1,2,17.88,1396.0,52.8,5.0
7216,11,2014,525000,80000,0,1,1,2,22.32,1582.0,126.32,5.0
7217,6,2017,278000,20000,1,1,1,1,22.5,999.0,67.0,5.0
7218,20,1997,50000,60000,1,1,1,2,16.1,796.0,37.0,4.0
7219,29,2011,254999,120000,0,1,1,3,22.07,1199.0,73.9,5.0
7220,20,2019,675000,10000,1,1,1,1,21.21,1197.0,81.8,5.0
7221,20,2016,600000,147000,0,1,1,2,26.59,1248.0,74.0,5.0
7222,20,2018,950000,51000,0,1,1,1,25.1,1248.0,88.5,5.0
7223,10,2007,229999,60000,1,1,1,3,17.7,1497.0,78.0,5.0
7224,28,2009,600000,220000,0,1,1,1,12.8,2494.0,102.0,8.0
7225,20,2017,330000,20000,1,1,1,1,24.7,796.0,47.3,5.0
7226,20,2017,350000,40000,1,1,1,1,23.95,998.0,67.05,5.0
7227,29,2016,560000,35000,1,1,1,1,16.2,1199.0,74.0,5.0
7228,20,2017,440000,30000,1,1,1,1,20.51,998.0,67.04,5.0
7229,20,2011,220000,90000,1,1,1,2,19.0,998.0,66.1,5.0
7230,20,2017,750000,110000,0,1,1,2,28.4,1248.0,74.02,5.0
7231,19,2015,800000,140000,0,1,1,1,15.1,2179.0,140.0,7.0
7232,27,2007,59259,104000,0,1,1,2,17.2,1396.0,53.5,5.0
7233,20,2018,740000,9000,1,1,0,1,21.4,1197.0,83.1,5.0
7234,20,2019,570000,19000,1,1,0,2,20.89,1197.0,81.8,5.0
7235,20,2017,430000,20000,1,1,0,1,20.51,998.0,67.0,5.0
7236,20,2016,800000,70000,0,1,1,1,24.3,1248.0,88.5,5.0
7237,11,2015,450000,53000,0,1,1,1,24.0,1120.0,70.0,5.0
7238,20,2013,420000,105000,0,1,1,2,23.4,1248.0,74.0,5.0
7239,19,2015,750000,16000,0,1,1,1,18.06,2523.0,63.0,7.0
7240,20,2019,780000,7200,1,1,1,1,21.1,998.0,100.5,5.0
7241,29,2011,320000,77000,0,1,1,2,22.07,1199.0,73.9,5.0
7242,19,2017,690000,40000,0,1,1,1,25.32,1198.0,77.0,6.0
7243,20,2012,375000,70000,0,1,1,2,19.3,1248.0,73.9,5.0
7244,9,2017,620000,50000,1,1,1,1,18.12,1196.0,86.8,5.0
7246,20,2016,370000,58000,1,1,1,2,15.37,1196.0,73.0,7.0
7247,19,2013,770000,85000,0,1,1,1,16.55,2498.0,105.0,7.0
7248,11,2014,500000,65000,1,1,1,1,19.1,1197.0,81.86,5.0
7249,19,2017,450000,120000,0,1,1,1,25.32,1198.0,77.0,6.0
7250,11,2013,195000,50000,1,1,1,2,17.92,1086.0,62.1,5.0
7251,20,2018,472000,30000,1,1,0,1,20.51,998.0,67.0,5.0
7252,20,2014,250000,58000,1,1,1,2,23.95,998.0,67.05,5.0
7253,4,2011,165000,70000,0,1,1,2,25.44,936.0,57.6,5.0
7254,27,2018,525000,110000,0,1,1,2,20.65,1248.0,88.7,5.0
7255,20,2003,145000,65000,1,1,1,3,18.9,998.0,67.1,5.0
7256,27,2013,325000,100000,0,1,1,1,22.3,1248.0,88.8,5.0
7257,19,2017,660000,60000,0,1,1,2,16.5,1493.0,70.0,7.0
7258,9,2014,310000,90000,0,1,1,2,19.68,1399.0,67.0,5.0
7259,19,2008,250000,200000,0,1,1,1,13.6,2523.0,63.0,7.0
7260,9,2014,330000,100000,0,1,1,2,19.68,1399.0,67.0,5.0
7261,9,2012,250000,80000,0,1,1,2,20.0,1399.0,68.0,5.0
7262,19,2017,650000,60000,0,1,0,1,17.45,1493.0,100.0,7.0
7263,20,2016,305000,40000,1,1,1,1,23.95,998.0,67.05,5.0
7264,20,2015,600000,50000,0,1,1,1,26.21,1248.0,88.5,5.0
7265,20,2015,280000,110000,1,1,1,1,20.51,998.0,67.04,5.0
7266,27,2011,153000,50000,0,1,1,2,23.57,1396.0,70.0,5.0
7267,19,2018,700000,30000,0,1,1,1,18.49,1493.0,100.0,7.0
7268,25,2017,325000,40000,1,1,1,1,25.17,799.0,53.3,5.0
7269,20,2016,305000,40000,1,1,1,1,23.95,998.0,67.05,5.0
7270,20,2006,155000,70000,1,1,1,2,16.1,796.0,37.0,4.0
7271,20,2012,235000,80000,1,1,1,3,20.92,998.0,67.1,5.0
7273,20,2016,500000,15000,1,1,1,1,20.4,1197.0,81.8,5.0
7274,19,2004,120000,150000,0,1,1,2,13.6,2523.0,63.0,7.0
7276,26,2016,675000,88000,0,0,0,1,21.66,1498.0,103.52,5.0
7277,28,2014,950000,80000,0,0,1,1,12.99,2494.0,100.6,7.0
7278,19,2018,1051000,59865,0,0,1,1,15.1,2179.0,152.87,7.0
7279,29,2016,591000,60000,0,0,1,1,21.49,1498.0,108.5,5.0
7280,11,2015,585000,72000,0,0,1,1,22.54,1396.0,88.73,5.0
7281,10,2017,1025000,68140,1,0,0,1,18.0,1497.0,117.6,5.0
7282,20,2014,450000,53190,0,0,1,1,28.4,1248.0,74.0,5.0
7283,11,2014,484999,70100,0,0,1,1,22.54,1396.0,88.73,5.0
7284,10,2018,650000,47725,0,0,1,1,27.3,1498.0,98.6,5.0
7285,20,2014,434999,70195,0,0,1,2,28.4,1248.0,74.02,5.0
7286,9,2011,195000,77395,0,0,1,2,20.0,1399.0,68.0,5.0
7287,19,2019,1000000,17000,0,0,1,1,17.3,1497.0,121.0,8.0
7288,11,2013,650000,64000,0,0,0,1,14.62,1498.0,113.42,5.0
7289,4,2014,190000,74321,0,0,1,1,25.44,936.0,56.3,5.0
7290,20,2013,409999,80235,0,0,1,2,28.4,1248.0,74.02,5.0
7291,11,2016,1050000,77150,0,0,0,1,17.01,1582.0,126.2,5.0
7292,29,2015,651000,69000,0,0,0,1,22.15,1498.0,108.6,5.0
7293,20,2015,650000,57000,0,0,1,1,23.65,1248.0,88.5,5.0
7294,26,2017,750000,89000,0,0,1,1,21.14,1498.0,103.6,5.0
7295,29,2012,799000,61100,0,0,0,1,14.3,1968.0,140.0,5.0
7296,26,2010,355000,116000,0,1,1,1,18.7,1896.0,66.0,5.0
7297,11,2015,600000,80000,0,1,1,1,23.9,1582.0,126.32,5.0
7298,20,2018,685000,26000,0,1,1,1,28.4,1248.0,74.0,5.0
7299,20,2018,509999,100000,0,1,1,1,28.4,1248.0,74.0,5.0
7301,20,2017,650000,82050,0,1,1,1,19.3,1248.0,73.9,5.0
7303,19,2012,675000,120000,0,1,1,2,15.1,2179.0,140.0,7.0
7304,25,2018,319000,30000,1,1,0,1,24.04,999.0,67.0,5.0
7305,10,2019,640000,6000,1,1,1,1,19.5,1199.0,88.76,5.0
7306,11,2017,650000,30000,1,1,1,1,18.6,1197.0,81.83,5.0
7307,20,2015,650000,70000,0,1,1,1,20.77,1248.0,88.76,7.0
7309,20,2015,650000,70000,0,1,1,1,20.77,1248.0,88.76,7.0
7310,20,2008,175000,120000,0,1,1,1,17.8,1248.0,75.0,5.0
7311,11,2014,375000,76000,0,1,1,3,24.0,1120.0,70.0,5.0
7312,11,2014,430000,80000,0,1,1,2,24.0,1120.0,70.0,5.0
7313,27,2008,65000,110000,0,1,1,2,17.2,1396.0,53.5,5.0
7314,11,2009,150000,70000,1,1,1,3,13.2,1495.0,94.0,5.0
7315,11,2019,620000,13000,1,1,1,1,17.19,1197.0,81.86,5.0
7316,9,2013,250000,60000,1,1,1,2,14.09,1596.0,99.6,5.0
7317,20,2011,275000,165000,0,1,1,1,21.1,1248.0,73.9,5.0
7318,4,2013,454000,120000,0,1,1,2,13.58,2499.0,72.4,10.0
7319,19,2017,600000,30000,0,1,1,2,18.49,1493.0,100.0,7.0
7320,29,2011,400000,100000,0,1,1,2,20.54,1598.0,103.6,5.0
7321,19,2007,180000,187000,0,1,1,2,19.2,1461.0,65.0,5.0
7322,20,2016,750000,70000,0,1,1,1,24.3,1248.0,88.5,5.0
7323,20,2016,500000,40000,1,1,1,1,20.4,1197.0,81.8,5.0
7324,2,2017,2825000,22000,0,0,0,1,15.73,1968.0,174.33,5.0
7325,10,2020,2125000,5500,0,0,1,1,26.8,1597.0,118.0,5.0
7326,3,2018,3350000,18000,0,0,0,1,19.62,1998.0,190.0,5.0
7327,10,2019,840000,1500,1,1,0,1,18.2,1199.0,88.7,5.0
7328,10,2015,1000000,46000,0,1,1,1,24.5,1498.0,98.6,7.0
7329,20,2017,740000,24400,0,1,1,1,27.39,1248.0,74.0,5.0
7330,29,2018,1290000,29899,0,0,0,1,22.15,1498.0,108.6,5.0
7331,28,2018,1800000,20000,0,0,0,1,11.36,2755.0,171.5,8.0
7332,11,2020,775000,2000,1,0,1,1,20.7,1197.0,81.86,5.0
7333,25,2017,695000,34000,0,0,1,1,21.04,1461.0,83.8,8.0
7334,11,2018,730000,31000,1,0,0,1,17.4,1197.0,81.86,5.0
7335,4,2016,1295000,46000,0,0,0,2,11.45,2776.0,197.2,7.0
7336,12,2016,1160000,121000,0,0,0,1,12.08,2999.0,161.0,7.0
7337,21,2017,3300000,60000,0,0,0,1,0.0,1950.0,194.0,5.0
7338,11,2018,540000,7000,1,0,1,1,20.3,1086.0,68.0,5.0
7339,20,2016,434999,10000,1,0,0,1,23.1,998.0,67.04,5.0
7340,21,2018,4600000,6000,0,0,0,1,17.9,2143.0,170.0,5.0
7341,8,2018,910000,20000,0,0,1,1,17.0,2596.0,80.8,5.0
7342,11,2015,850000,59235,0,0,1,1,19.67,1582.0,126.2,5.0
7343,3,2019,5800000,21000,0,0,0,1,16.78,1995.0,190.0,5.0
7344,10,2014,520000,48000,0,1,1,1,25.8,1498.0,98.6,5.0
7345,19,2018,650000,114000,0,1,1,1,14.95,2489.0,93.7,7.0
7346,20,2011,430000,120000,0,1,1,2,19.3,1248.0,73.9,5.0
7347,11,2013,360000,144000,0,1,1,1,21.9,1396.0,88.8,5.0
7348,11,2013,350000,144000,0,1,1,1,21.9,1396.0,88.8,5.0
7349,20,2016,791000,190000,0,1,1,1,24.3,1248.0,88.5,5.0
7350,28,2015,950000,190000,0,1,1,2,12.99,2494.0,100.6,7.0
7351,20,2019,690000,20000,0,1,1,1,28.4,1248.0,74.0,5.0
7352,11,2017,860000,40000,0,1,1,2,22.0,1582.0,126.2,5.0
7353,20,2012,371000,100000,0,1,1,1,19.3,1248.0,73.9,5.0
7354,27,2008,45000,60000,0,1,1,2,16.8,1405.0,68.0,5.0
7355,9,2006,55000,201000,0,1,1,1,17.8,1399.0,68.0,5.0
7356,29,2011,240000,110000,0,1,1,1,20.54,1598.0,103.6,5.0
7357,20,2014,495000,77215,0,1,1,2,25.2,1248.0,74.0,5.0
7359,10,2015,671000,48228,1,0,1,1,18.7,1199.0,88.7,5.0
7360,20,2017,693000,58559,0,0,1,1,25.2,1248.0,74.0,5.0
7362,10,2016,802999,50856,0,0,1,1,26.0,1498.0,98.6,5.0
7363,10,2017,890000,18300,1,1,1,1,17.8,1497.0,117.3,5.0
7364,20,2015,495000,59292,0,0,1,1,28.4,1248.0,74.0,5.0
7365,20,2018,545000,10000,1,0,0,1,23.1,998.0,67.04,5.0
7366,20,2018,775000,21147,1,0,0,1,21.4,1197.0,83.1,5.0
7367,10,2017,925000,69000,0,0,1,1,25.6,1498.0,97.9,5.0
7368,19,2019,1450000,10000,0,1,1,1,17.3,1497.0,121.0,7.0
7369,20,2018,790000,16000,0,0,0,1,28.4,1248.0,74.0,5.0
7370,28,2017,1789999,36000,0,0,1,1,13.68,2393.0,147.8,8.0
7371,20,2017,620000,37000,1,0,1,1,21.01,1197.0,81.8,5.0
7372,20,2016,375000,61173,0,0,1,1,27.62,793.0,47.0,5.0
7374,2,2016,2450000,30000,0,0,0,1,18.25,1968.0,187.74,5.0
7375,19,2014,850000,75000,0,0,1,1,15.1,2179.0,140.0,7.0
7376,20,2017,750000,51000,1,0,0,1,19.56,1197.0,81.8,5.0
7377,20,2018,775000,17000,1,0,1,1,21.01,1197.0,81.8,5.0
7378,20,2008,260000,100000,0,1,1,2,17.8,1248.0,75.0,5.0
7379,2,2013,2000000,35000,0,1,0,2,17.68,1968.0,174.33,5.0
7380,11,2017,300000,10000,1,1,1,1,21.1,814.0,55.2,5.0
